acd_name,openalex_id,openalex_display_name,last_known_institution,institution_country,works_count,h_index,aunz_ever,confidence,resolution_method,priority,pub_count,citation_count,i10_index,fwci_mean,fwci_median,oa_rate,intl_collab_rate,first_author_pct,last_author_pct,grants_count,first_year,last_year,trial_count,derm_pub_count,derm_relevance_rate,pub_count_pctile,citation_count_pctile,h_index_pctile,oa_rate_pctile,intl_collab_rate_pctile,grants_count_pctile,total_citations
Dr Georgina Ruth Lyons,A5022304711,Georgina Lyons,The Alfred Hospital,AU,5.0,0.0,1.0,HIGH,pass3_llm_high,must,5.0,122.0,4.0,1.5166,1.0523,0.2,0.2,0.8,0.0,0.0,2012.0,2014.0,0.0,5.0,100.0,36.55352480417754,51.50273224043716,38.642297650130544,38.3879781420765,48.08743169398907,41.39344262295082,122.0
Dr Germana  Consuegra Romero,A5010162713,Germana Consuegra Romero,Westmead Hospital,AU,4.0,0.0,1.0,HIGH,pass2_global,must,4.0,26.0,0.0,0.541575,0.0786,0.25,1.0,0.25,0.0,0.0,1992.0,2019.0,0.0,4.0,100.0,31.59268929503917,23.770491803278688,38.642297650130544,45.08196721311475,96.99453551912568,41.39344262295082,26.0
Dr Gerrie Becker,A5010032534,Gerrie J. Becker,Coffs Harbour City Council,AU,1.0,1.0,1.0,HIGH,manual_override_corrected,must,1.0,9.0,0.0,0.5651,0.5651,0.0,0.0,0.0,0.0,0.0,2019.0,2019.0,0.0,1.0,100.0,6.78851174934726,14.207650273224044,79.11227154046998,11.74863387978142,13.797814207650273,41.39344262295082,9.0
Dr Gian Dial Singh,A5109942501,Gian D. Singh,Royal Perth Hospital,AU,1.0,0.0,1.0,HIGH,pass3_llm_high,must,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1992.0,1992.0,0.0,1.0,100.0,6.78851174934726,6.967213114754098,38.642297650130544,11.74863387978142,96.99453551912568,41.39344262295082,2.0
Dr Gilberto Moreno Bonilla,A5057848257,Gilberto Moreno Bonilla,The University of Sydney,AU,17.0,4.0,1.0,HIGH,manual_override_corrected,must,17.0,60.0,2.0,0.670570588235294,0.0,0.1764705882352941,0.3529411764705882,0.1764705882352941,0.3529411764705882,0.0,2014.0,2026.0,0.0,17.0,100.0,71.14882506527415,38.25136612021858,87.33681462140991,35.79234972677596,69.39890710382514,41.39344262295082,60.0
Dr Glen Christopher Foxton,A5025720209,Glen Foxton,Cancer Council Western Australia,AU,3.0,0.0,1.0,HIGH,pass3_llm_high,must,3.0,59.0,3.0,0.8855000000000001,0.7544,0.0,0.0,1.0,0.0,0.0,2010.0,2018.0,0.0,3.0,100.0,25.06527415143603,37.56830601092896,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,59.0
Dr Glenda Kaye Wood,A5000971949,Glenda Wood,Prince of Wales Hospital,AU,12.0,0.0,1.0,HIGH,pass2_global,must,12.0,153.0,7.0,0.6003833333333334,0.6045,0.5,0.1666666666666666,0.0833333333333333,0.5,0.0,1998.0,2017.0,0.0,9.0,75.0,60.835509138381205,57.377049180327866,38.642297650130544,80.60109289617486,42.48633879781421,41.39344262295082,153.0
Dr Glenn  Parham,A5066496800,Glenn Parham,Fremantle Hospital,AU,1.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,1.0,3.0,0.0,0.6537,0.6537,0.0,0.0,1.0,0.0,0.0,2022.0,2022.0,0.0,0.0,0.0,6.78851174934726,9.01639344262295,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,3.0
Dr Graham Alistair Thom,A5112614892,Graham Thom,Royal Perth Hospital,AU,13.0,0.0,1.0,HIGH,pass3_llm_high,must,13.0,141.0,5.0,0.5052307692307692,0.2939,0.0769230769230769,0.0769230769230769,0.4615384615384615,0.2307692307692307,0.0,2002.0,2025.0,0.0,10.0,76.9,63.83812010443864,55.60109289617486,38.642297650130544,25.136612021857925,30.327868852459016,41.39344262295082,141.0
Dr Gwyneth Natalie Tsun Wong,A5076539938,Gwyneth Natalie Wong,Footscray Hospital,AU,8.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,8.0,60.0,2.0,0.7456125,0.8180499999999999,0.625,0.125,0.75,0.0,0.0,2018.0,2024.0,0.0,8.0,100.0,51.174934725848566,38.25136612021858,38.642297650130544,87.97814207650273,35.92896174863388,41.39344262295082,60.0
Dr Haady  Fallah,A5078953014,Haady Fallah,Concord Repatriation General Hospital,AU,13.0,0.0,1.0,HIGH,pass1_targeted,must,13.0,125.0,3.0,1.120253846153846,0.4436,0.3076923076923077,0.0769230769230769,0.3846153846153846,0.5384615384615384,0.0,2006.0,2026.0,0.0,12.0,92.3,63.83812010443864,52.459016393442624,38.642297650130544,52.459016393442624,30.327868852459016,41.39344262295082,125.0
Dr Hans Peter Soyer,A5033462323,H. Peter Soyer,Translational Research Institute,AU,1217.0,87.0,1.0,HIGH,manual_override_corrected,must,1213.0,33062.0,522.0,1.8040432133449475,0.6067,0.3347073371805441,0.5589447650453421,0.0956306677658697,0.2646331409727947,0.0,1986.0,2026.0,1.0,1108.0,91.3,100.0,100.0,100.0,59.83606557377049,86.6120218579235,41.39344262295082,33062.0
Dr Harini  Rajgopal Bala,A5072742930,Harini Rajgopal Bala,Skin Health Institute,AU,19.0,0.0,1.0,HIGH,pass1_targeted,must,19.0,288.0,8.0,1.3509247784210523,0.6267,0.1578947368421052,0.3157894736842105,0.4736842105263157,0.0,0.0,2014.0,2026.0,0.0,18.0,94.7,73.62924281984334,71.03825136612022,38.642297650130544,33.060109289617486,62.15846994535519,41.39344262295082,288.0
Dr Harvey Ronald Smith,A5058201255,H. R. Smith,University Hospitals Bristol NHS Foundation Trust,AU,46.0,18.0,1.0,HIGH,manual_override_corrected,must,46.0,1165.0,24.0,1.5179373131111111,0.7955,0.2391304347826087,0.6956521739130435,0.4782608695652174,0.1304347826086956,0.0,1977.0,2024.0,0.0,29.0,63.0,87.98955613577023,90.43715846994536,95.30026109660574,42.62295081967213,90.98360655737704,41.39344262295082,1165.0
Dr Heba A.T. Jibreal,A5005859470,Heba Jibreal,Children's Health Queensland Hospital and Health Service,AU,4.0,0.0,1.0,HIGH,pass3_llm_high,must,4.0,3.0,0.0,0.7756500000000001,0.1043,0.5,0.25,0.25,0.5,0.0,2017.0,2025.0,0.0,4.0,100.0,31.59268929503917,9.01639344262295,38.642297650130544,80.60109289617486,55.32786885245902,41.39344262295082,3.0
Dr Helen Louise Saunders,A5034761041,Helen Saunders,St Vincent's Hospital Melbourne,AU,1.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,115.0,3681.0,62.0,1.6571351351351349,0.9852,0.391304347826087,0.7217391304347827,0.2434782608695652,0.1652173913043478,6.0,1977.0,2024.0,0.0,37.0,32.2,94.7780678851175,95.90163934426228,38.642297650130544,65.84699453551912,91.8032786885246,92.4863387978142,3681.0
Dr Helena  Collgros Totosaus,A5091809379,Helena Collgros Totosaus,,,1.0,1.0,0.0,HIGH,manual_override_corrected,must,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011.0,2011.0,0.0,0.0,0.0,6.78851174934726,5.327868852459016,79.11227154046998,11.74863387978142,96.99453551912568,41.39344262295082,1.0
Dr Helena Anne Lolatgis,A5018300338,Helena Lolatgis,,,4.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,4.0,23.0,1.0,0.52205,0.3157,0.25,0.25,0.75,0.0,0.0,2014.0,2022.0,0.0,4.0,100.0,31.59268929503917,21.311475409836063,38.642297650130544,45.08196721311475,55.32786885245902,41.39344262295082,23.0
Dr Helmut  Schaider,A5079759046,Helmut Schaider,The University of Queensland,AU,198.0,0.0,1.0,HIGH,pass2_global,must,199.0,4327.0,73.0,1.0124546391752578,0.0,0.4723618090452261,0.5125628140703518,0.0753768844221105,0.3467336683417085,101.0,1991.0,2026.0,0.0,137.0,68.8,97.38903394255874,96.448087431694,38.642297650130544,75.95628415300546,83.60655737704919,99.4535519125683,4327.0
Dr Hope Vu Dinh,A5011730685,Hope Dinh,The Alfred Hospital,AU,12.0,0.0,1.0,HIGH,pass2_global,must,12.0,403.0,4.0,2.03185,0.16015,0.0833333333333333,0.25,0.6666666666666666,0.0,0.0,2006.0,2012.0,0.0,8.0,66.7,60.835509138381205,78.14207650273224,38.642297650130544,25.683060109289617,55.32786885245902,41.39344262295082,403.0
Dr Howard Mark Studniberg,A5072136399,Howard M. Studniberg,,,3.0,0.0,1.0,HIGH,pass3_llm_high,must,3.0,149.0,3.0,2.2819333333333334,0.606,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1991.0,2003.0,0.0,3.0,100.0,25.06527415143603,56.4207650273224,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,149.0
Dr Hsien Wern Herbert Chan,A5039904993,Hsien W. Herbert Chan,The University of Sydney,AU,1.0,0.0,1.0,HIGH,pass2_global,must,1.0,463.0,1.0,10.4135,10.4135,1.0,1.0,0.0,0.0,0.0,2018.0,2018.0,0.0,0.0,0.0,6.78851174934726,80.87431693989072,38.642297650130544,96.31147540983606,96.99453551912568,41.39344262295082,463.0
Dr Ian Douglas McCrossin,A5014146539,Ian McCrossin,Ingham Institute,AU,20.0,0.0,1.0,HIGH,pass3_llm_high,must,20.0,557.0,8.0,1.206081866,0.285876425,0.05,0.2,0.25,0.25,0.0,1983.0,2022.0,0.0,16.0,80.0,75.06527415143603,83.33333333333334,38.642297650130544,23.770491803278688,48.08743169398907,41.39344262295082,557.0
Dr Ilsphi  Browne,A5108998151,Ilsphi Browne,Cairns Hospital,AU,2.0,0.0,1.0,HIGH,pass2_global,must,2.0,3.0,0.0,0.57925,0.57925,0.0,0.5,0.0,1.0,0.0,2023.0,2024.0,0.0,2.0,100.0,17.362924281984334,9.01639344262295,38.642297650130544,11.74863387978142,80.19125683060109,41.39344262295082,3.0
Dr Irene  Grigoris,A5087219559,Irene Grigoris,,,3.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,3.0,24.0,1.0,1.39745,1.39745,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1991.0,1992.0,0.0,2.0,66.7,25.06527415143603,22.26775956284153,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,24.0
Dr Jacinta Mary Opie,A5029579969,Jacinta Opie,Mercy Hospital for Women,AU,8.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,8.0,177.0,5.0,1.8784125,2.29695,0.375,0.375,0.25,0.0,1.0,2003.0,2021.0,0.0,7.0,87.5,51.174934725848566,59.42622950819673,38.642297650130544,63.934426229508205,71.58469945355192,85.10928961748634,177.0
Dr Jacqueline  Matulich,A5085088674,Jacqueline Matulich,Royal North Shore Hospital,AU,4.0,0.0,1.0,HIGH,pass2_global,must,4.0,107.0,2.0,2.80605,0.0,0.0,0.25,0.5,0.0,0.0,2001.0,2005.0,0.0,3.0,75.0,31.59268929503917,48.63387978142077,38.642297650130544,11.74863387978142,55.32786885245902,41.39344262295082,107.0
Dr James Michael Butler,A5100839584,James Michael Butler,,,4.0,1.0,0.0,HIGH,manual_override_corrected,must,5.0,110.0,2.0,1.5142000000000002,0.7359499999999999,0.0,0.2,0.8,0.2,0.0,1985.0,2019.0,0.0,1.0,20.0,36.55352480417754,49.18032786885246,79.11227154046998,11.74863387978142,48.08743169398907,41.39344262295082,110.0
Dr Jamie Andrew Von Nida,A5014928991,Jamie Von Nida,Sir Charles Gairdner Hospital,AU,10.0,0.0,1.0,HIGH,pass2_global,must,10.0,60.0,3.0,0.282211255,0.09565,0.1,0.0,0.3,0.4,0.0,2003.0,2026.0,0.0,8.0,80.0,57.04960835509139,38.25136612021858,38.642297650130544,26.639344262295083,13.797814207650273,41.39344262295082,60.0
Dr Jeffrey Alan Wayte,A5040819265,Jeffrey Wayte,Royal Adelaide Hospital,AU,7.0,0.0,1.0,HIGH,pass2_global,must,7.0,123.0,4.0,0.7736571428571428,0.6842,0.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,1995.0,2016.0,0.0,6.0,85.7,46.60574412532637,52.04918032786885,38.642297650130544,11.74863387978142,75.95628415300546,41.39344262295082,123.0
Dr Jemima  Fisher,A5053957923,Jemima Fisher,Prince of Wales Hospital,AU,2.0,0.0,1.0,HIGH,pass1_targeted,must,2.0,10.0,0.0,0.3954999999999999,0.3954999999999999,0.0,0.5,1.0,0.0,0.0,2006.0,2007.0,0.0,2.0,100.0,17.362924281984334,14.89071038251366,38.642297650130544,11.74863387978142,80.19125683060109,41.39344262295082,10.0
Dr Jennifer Louise Cahill,A5026790915,Jennifer Cahill,Skin Health Institute,AU,48.0,17.0,1.0,HIGH,restored_manual_review,must,48.0,,,,,,,,,,,,,,,88.25065274151436,,94.51697127937337,,,,
Dr Jenny  Nicolopoulos,A5021107172,Jenny Nicolopoulos,The Royal Melbourne Hospital,AU,22.0,0.0,1.0,HIGH,pass1_targeted,must,22.0,184.0,8.0,1.0516272727272726,0.4862999999999999,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0454545454545454,1.0,2002.0,2025.0,0.0,22.0,100.0,76.89295039164492,60.79234972677595,38.642297650130544,62.15846994535519,31.420765027322407,85.10928961748634,184.0
Dr Jenny  Tu,A5075018055,Jenny Tu,,,12.0,0.0,1.0,HIGH,pass2_global,must,12.0,212.0,6.0,1.1318666666666666,0.53005,0.4166666666666667,0.0,0.75,0.0,1.0,2008.0,2018.0,0.0,9.0,75.0,60.835509138381205,65.30054644808743,38.642297650130544,70.62841530054644,13.797814207650273,85.10928961748634,212.0
Dr Jeremy Paul Banky,A5036323982,Jeremy P Banky,The Alfred Hospital,AU,5.0,0.0,1.0,HIGH,pass3_llm_high,must,5.0,319.0,5.0,1.35498,0.9493,0.0,0.4,1.0,0.0,0.0,2002.0,2005.0,0.0,4.0,80.0,36.55352480417754,72.95081967213115,38.642297650130544,11.74863387978142,73.49726775956285,41.39344262295082,319.0
Dr Jesse James Johnston,A5091847142,Jesse James Johnston,,,1.0,1.0,0.0,HIGH,manual_override_corrected,must,1.0,3.0,0.0,0.3391,0.3391,0.0,0.0,1.0,0.0,0.0,2016.0,2016.0,0.0,1.0,100.0,6.78851174934726,9.01639344262295,79.11227154046998,11.74863387978142,13.797814207650273,41.39344262295082,3.0
Dr Jill Ann Cargnello,A5090723553,Jill A Cargnello,,,10.0,0.0,1.0,HIGH,pass3_llm_high,must,10.0,66.0,4.0,3.2875499999999995,0.6529,0.0,0.2,0.5,0.2,0.0,1994.0,1999.0,0.0,7.0,70.0,57.04960835509139,39.89071038251366,38.642297650130544,11.74863387978142,48.08743169398907,41.39344262295082,66.0
Dr Jillian  Wells,A5046545387,Jillian Wells,The University of Sydney,AU,24.0,0.0,1.0,HIGH,pass1_targeted,must,24.0,774.0,5.0,2.9540333333333337,0.5977,0.4583333333333333,0.5,0.1666666666666666,0.2083333333333333,1.0,1983.0,2025.0,0.0,23.0,95.8,78.3289817232376,87.43169398907104,38.642297650130544,74.86338797814209,80.19125683060109,85.10928961748634,774.0
Dr Jo-Ann  See,A5103339855,Jo‐Ann See,University of Sydney,AU,29.0,0.0,1.0,HIGH,pass2_global,must,29.0,1107.0,16.0,3.005279310344828,0.8674,0.4827586206896552,0.5862068965517241,0.3448275862068966,0.1724137931034483,0.0,1992.0,2025.0,0.0,27.0,93.1,82.76762402088774,89.61748633879782,38.642297650130544,76.50273224043715,87.97814207650273,41.39344262295082,1107.0
Dr Johanna Merilyn Kuchel,A5040114857,Johanna M. Kuchel,Churchill Hospital,GB,11.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,11.0,313.0,8.0,2.8491909090909093,2.1136,0.1818181818181818,0.2727272727272727,0.7272727272727273,0.0,0.0,2002.0,2006.0,0.0,11.0,100.0,59.00783289817232,72.40437158469946,38.642297650130544,36.33879781420765,57.377049180327866,41.39344262295082,313.0
Dr Johannes Steffen Kern,A5036841737,Johannes S. Kern,Monash Alfred Psychiatry Research centre,AU,219.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,219.0,3507.0,64.0,1.406038335412371,0.3224,0.4657534246575342,0.634703196347032,0.1780821917808219,0.182648401826484,77.0,1977.0,2026.0,1.0,170.0,77.6,97.911227154047,95.3551912568306,38.642297650130544,75.13661202185791,88.79781420765028,99.18032786885246,3507.0
Dr John  Frewen,A5048693221,John Frewen,Sinclair Dermatology,AU,18.0,4.0,1.0,HIGH,manual_override_corrected,must,18.0,49.0,1.0,0.9734944444444444,0.8955,0.5,0.8888888888888888,0.3888888888888889,0.0,0.0,2020.0,2026.0,0.0,15.0,83.3,72.32375979112271,33.87978142076503,87.33681462140991,80.60109289617486,93.44262295081968,41.39344262295082,49.0
Dr John Anthony Pagliaro,A5031278243,John Pagliaro,CSIRO Manufacturing,AU,8.0,0.0,1.0,HIGH,pass3_llm_high,must,8.0,168.0,3.0,1.1625125,0.6796,0.25,0.375,0.5,0.125,0.0,1999.0,2024.0,0.0,8.0,100.0,51.174934725848566,59.01639344262295,38.642297650130544,45.08196721311475,71.58469945355192,41.39344262295082,168.0
Dr John Chit Su,A5137797462,John C Su,Box Hill Hospital,AU,1.0,0.0,1.0,HIGH,pass3_llm_high,must,1.0,1.0,0.0,13.8212,13.8212,1.0,1.0,0.0,0.0,0.0,2026.0,2026.0,0.0,1.0,100.0,6.78851174934726,5.327868852459016,38.642297650130544,96.31147540983606,96.99453551912568,41.39344262295082,1.0
Dr John Peter Relic,A5058208118,John Relic,John Hunter Hospital,AU,22.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,22.0,383.0,8.0,1.0382476190476193,0.2231,0.3809523809523809,0.1363636363636363,0.0,0.4090909090909091,0.0,1995.0,2026.0,0.0,17.0,77.3,76.89295039164492,77.3224043715847,38.642297650130544,65.02732240437157,37.704918032786885,41.39344262295082,383.0
Dr John Walter Frew,A5024756062,John W. Frew,The University of Sydney,AU,284.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,286.0,4637.0,104.0,2.616019920681817,0.989,0.5611510791366906,0.5314685314685315,0.3321678321678322,0.3251748251748251,62.0,1983.0,2026.0,1.0,254.0,88.8,98.43342036553526,96.72131147540983,38.642297650130544,85.24590163934425,84.69945355191257,98.63387978142076,4637.0
Dr John William Kelly,A5103679722,John W Kelly,The Alfred Hospital,AU,29.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,29.0,431.0,14.0,0.6819554003703703,0.5968,0.1481481481481481,0.1034482758620689,0.4827586206896552,0.2758620689655172,0.0,1960.0,2020.0,1.0,23.0,79.3,82.76762402088774,79.50819672131148,38.642297650130544,31.693989071038253,32.78688524590164,41.39344262295082,431.0
Dr Joseph  Konya,A5041037832,Joseph Konya,,,8.0,0.0,1.0,HIGH,pass1_targeted,must,8.0,86.0,5.0,0.9146,0.9178,0.125,0.375,0.25,0.125,0.0,1992.0,2021.0,0.0,8.0,100.0,51.174934725848566,45.21857923497268,38.642297650130544,28.688524590163933,71.58469945355192,41.39344262295082,86.0
Dr Josephine Margaret Yeatman,A5007925200,Josephine M Yeatman,,,8.0,0.0,1.0,HIGH,pass3_llm_high,must,8.0,608.0,7.0,1.3541375,1.00435,0.125,0.125,0.625,0.0,0.0,1996.0,2005.0,0.0,8.0,100.0,51.174934725848566,84.69945355191257,38.642297650130544,28.688524590163933,35.92896174863388,41.39344262295082,608.0
Dr Joshua Angelo Elakis,A5005735274,Joshua Angelo Elakis,Deakin University,AU,2.0,0.0,1.0,HIGH,pass1_targeted,must,2.0,41.0,2.0,2.6156,2.6156,1.0,0.0,0.5,0.0,0.0,2016.0,2023.0,0.0,2.0,100.0,17.362924281984334,30.737704918032787,38.642297650130544,96.31147540983606,13.797814207650273,41.39344262295082,41.0
Dr Josie Yeatman,A5035494788,Josie Yeatman,Austin Hospital,AU,1.0,1.0,1.0,HIGH,manual_override_corrected,must,1.0,19.0,1.0,0.5584,0.5584,0.0,1.0,0.0,0.0,0.0,2014.0,2014.0,0.0,1.0,100.0,6.78851174934726,19.39890710382513,79.11227154046998,11.74863387978142,96.99453551912568,41.39344262295082,19.0
Dr Joy Sue Ming Yee,A5041848444,Joy Yee,Royal Children's Hospital,AU,1.0,0.0,1.0,HIGH,pass3_llm_high,must,1.0,16.0,1.0,4.2693,4.2693,0.0,0.0,1.0,0.0,0.0,2016.0,2016.0,0.0,1.0,100.0,6.78851174934726,17.21311475409836,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,16.0
Dr Judith Mary Cole,A5020967828,Judith M. Cole,St John of God Subiaco Hospital,AU,22.0,10.0,1.0,HIGH,manual_override_corrected,must,22.0,320.0,12.0,1.0751272727272727,0.40945,0.3181818181818182,0.4090909090909091,0.0,0.0909090909090909,0.0,1990.0,2022.0,0.0,20.0,90.9,76.89295039164492,73.36065573770492,91.77545691906003,53.551912568306015,74.31693989071039,41.39344262295082,320.0
Dr Julia Emma Joy Rhodes,A5012538350,Julia Emma Joy Rhodes,,,2.0,2.0,0.0,HIGH,manual_override_corrected,must,4.0,468.0,3.0,11.246525,1.25085,0.5,0.25,0.0,0.0,0.0,2012.0,2020.0,1.0,2.0,50.0,31.59268929503917,81.83060109289617,83.28981723237598,80.60109289617486,55.32786885245902,41.39344262295082,468.0
Dr Juliana  Miglio Bensabat Junger,A5010836097,Juliana Miglio Bensabat Junger,,,1.0,0.0,0.0,HIGH,manual_override_corrected,must,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,2014.0,2014.0,0.0,0.0,0.0,6.78851174934726,2.459016393442623,38.642297650130544,96.31147540983606,13.797814207650273,41.39344262295082,0.0
Dr Karen Elizabeth Behne,A5038861642,Karen Behne,Royal Brisbane and Women's Hospital,AU,2.0,0.0,1.0,HIGH,pass3_llm_high,must,2.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002.0,2003.0,0.0,2.0,100.0,17.362924281984334,24.59016393442623,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,27.0
Dr Karen Julie Koh,A5058835394,Karen J Koh,Women's and Children's Hospital,AU,3.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,3.0,77.0,2.0,0.9875666666666666,1.3691,0.0,0.0,0.6666666666666666,0.0,0.0,2003.0,2004.0,0.0,3.0,100.0,25.06527415143603,43.44262295081967,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,77.0
Dr Karl Heinz Rodins,A5054849995,Karl Rodins,,,16.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,16.0,427.0,10.0,2.0223500000000003,0.8441,0.375,0.1875,0.3125,0.25,0.0,2002.0,2022.0,0.0,11.0,68.8,69.84334203655352,79.23497267759562,38.642297650130544,63.934426229508205,45.90163934426229,41.39344262295082,427.0
Dr Karolina Louisa Suzanna Kerkemeyer,A5018566549,Karolina Louisa Suzanna Kerkemeyer,University College London Hospitals NHS Foundation Trust,GB,20.0,0.0,1.0,HIGH,pass2_global,must,20.0,239.0,10.0,1.1321105263157891,0.7696,0.4,0.2,0.85,0.0,0.0,2018.0,2024.0,0.0,20.0,100.0,75.06527415143603,68.30601092896174,38.642297650130544,68.0327868852459,48.08743169398907,41.39344262295082,239.0
Dr Karyn Rae Lun,A5047279560,Karyn Lun,Townsville Hospital,AU,15.0,0.0,1.0,HIGH,pass2_global,must,15.0,318.0,8.0,1.0163133333333334,0.4127,0.1333333333333333,0.2,0.2,0.3333333333333333,5.0,2000.0,2021.0,0.0,14.0,93.3,67.75456919060052,72.6775956284153,38.642297650130544,29.6448087431694,48.08743169398907,91.12021857923496,318.0
Dr Kate DeAmbrosis,A5075556725,Kate DeAmbrosis,Mater Misericordiae Hospital,AU,1.0,1.0,1.0,HIGH,manual_override_corrected,must,1.0,17.0,1.0,2.4893,2.4893,1.0,0.0,0.0,0.0,0.0,2021.0,2021.0,0.0,1.0,100.0,6.78851174934726,18.30601092896175,79.11227154046998,96.31147540983606,13.797814207650273,41.39344262295082,17.0
Dr Kate Margaret Newland,A5077981810,Kate Newland,Flinders Medical Centre,AU,16.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,16.0,341.0,5.0,2.0108,0.54615,0.1875,0.0625,0.5,0.125,0.0,2007.0,2025.0,0.0,11.0,68.8,69.84334203655352,74.31693989071039,38.642297650130544,36.885245901639344,28.688524590163933,41.39344262295082,341.0
Dr Katherine Julienne Allnutt,A5070852939,Katherine J. Allnutt,Royal Prince Alfred Hospital,AU,6.0,0.0,1.0,HIGH,pass3_llm_high,must,6.0,128.0,2.0,4.4528,0.8804,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,2013.0,2023.0,0.0,4.0,66.7,41.38381201044387,53.278688524590166,38.642297650130544,57.240437158469945,65.84699453551912,41.39344262295082,128.0
Dr Katherine Sarah Armour,A5086779083,Katherine Armour,Skin Health Institute,AU,15.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,15.0,424.0,10.0,1.963666666666667,1.1422,0.3333333333333333,0.4,0.3333333333333333,0.0666666666666666,0.0,1999.0,2025.0,0.0,14.0,93.3,67.75456919060052,78.96174863387978,38.642297650130544,57.240437158469945,73.49726775956285,41.39344262295082,424.0
Dr Kathryn Maree De Ambrosis,A5056801236,Kathryn De Ambrosis,Royal Brisbane and Women's Hospital,AU,1.0,0.0,1.0,HIGH,pass3_llm_high,must,1.0,3.0,0.0,0.5818,0.5818,0.0,0.0,0.0,1.0,0.0,2014.0,2014.0,0.0,1.0,100.0,6.78851174934726,9.01639344262295,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,3.0
Dr Katie Huong Le,A5021570594,Katie Le,Children's Hospital at Westmead,AU,3.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,3.0,48.0,3.0,0.9884666666666666,1.2656,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,2005.0,2009.0,0.0,3.0,100.0,25.06527415143603,33.33333333333333,38.642297650130544,57.240437158469945,89.89071038251366,41.39344262295082,48.0
Dr Kavita  Enjeti,A5119124695,Kavita Enjeti,,,1.0,0.0,0.0,HIGH,manual_override_corrected,must,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2025.0,2025.0,0.0,1.0,100.0,6.78851174934726,2.459016393442623,38.642297650130544,96.31147540983606,13.797814207650273,41.39344262295082,0.0
Dr Ken Joseph Gudmundsen,A5018379944,Ken J. Gudmundsen,Skin and Cancer Foundation,AU,7.0,0.0,1.0,HIGH,pass3_llm_high,must,7.0,200.0,4.0,0.8609571428571429,0.9594,0.0,0.8571428571428571,0.7142857142857143,0.1428571428571428,0.0,1990.0,1995.0,0.0,7.0,100.0,46.60574412532637,62.97814207650273,38.642297650130544,11.74863387978142,93.16939890710384,41.39344262295082,200.0
Dr Kendall Katie Sharpe,A5013987995,Kendall Katie Sharpe,Gold Coast Hospital,AU,3.0,0.0,1.0,HIGH,pass2_global,must,3.0,28.0,1.0,1.0151666666666668,1.2093,0.3333333333333333,0.0,0.0,0.0,0.0,2014.0,2017.0,0.0,2.0,66.7,25.06527415143603,25.136612021857925,38.642297650130544,57.240437158469945,13.797814207650273,41.39344262295082,28.0
Dr Keng-Ee  Thai,A5035955354,Keng‐Ee Thai,Concord Repatriation General Hospital,AU,16.0,0.0,1.0,HIGH,pass2_global,must,16.0,574.0,11.0,1.19793125,0.7265,0.1875,0.0625,0.6875,0.3125,0.0,1999.0,2023.0,0.0,16.0,100.0,69.84334203655352,84.01639344262296,38.642297650130544,36.885245901639344,28.688524590163933,41.39344262295082,574.0
